Test,Comparison,Year,Sex,Site,County,Cancer,p,Sig,Race
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Endocrine,Not Polk,5.9,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Endocrine,Not Polk,4.7,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Endocrine,Not Polk,18.5,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Endocrine,Not Polk,10.3,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Endocrine,Not Polk,11.2,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Endocrine,Not Polk,17.3,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Endocrine,Not Polk,15,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Endocrine,Not Polk,17.1,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Endocrine,Not Polk,9.7,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Endocrine,Not Polk,10.6,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Endocrine,Not Polk,15.8,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Endocrine,Not Polk,13,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Endocrine,Not Polk,9.5,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Endocrine,Not Polk,4.9,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Endocrine,Not Polk,5.7,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Endocrine,Not Polk,8,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Endocrine,Not Polk,5.9,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Endocrine,Not Polk,24.7,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Endocrine,Not Polk,13.6,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Endocrine,Not Polk,15.1,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Endocrine,Not Polk,22.7,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Endocrine,Not Polk,19.8,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Endocrine,Not Polk,17.6,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Endocrine,Not Polk,10.5,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Endocrine,Not Polk,15.3,0.0023 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Endocrine,Not Polk,17.1,0.0082 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Endocrine,Not Polk,14.5,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Endocrine,Not Polk,10.2,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Endocrine,Not Polk,5.2,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Endocrine,Not Polk,7.6,0.0032 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Endocrine,Not Polk,9.3,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Endocrine,Not Polk,6.7,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Endocrine,Not Polk,25.1,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Endocrine,Not Polk,15,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Endocrine,Not Polk,22.6,0.0543 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Endocrine,Not Polk,24.2,0.0015 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Endocrine,Not Polk,22.2,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Endocrine,Not Polk,15.8,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Endocrine,Not Polk,9.7,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Endocrine,Not Polk,12.9,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Endocrine,Not Polk,16.5,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Endocrine,Not Polk,14.3,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Endocrine,Not Polk,9.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Endocrine,Not Polk,5.2,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Endocrine,Not Polk,6.3,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Endocrine,Not Polk,9.1,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Endocrine,Not Polk,6.9,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Endocrine,Not Polk,21.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Endocrine,Not Polk,13.5,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Endocrine,Not Polk,19.3,0.0270 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Endocrine,Not Polk,23.3,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Endocrine,Not Polk,21.8,0.4586 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Polk County,24.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Polk County,30.7,0.3923 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Polk County,0,0.7431 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Polk County,30,0.7273 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Polk County,12.6,0.1642 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Polk County,29.8,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Polk County,39.9,0.3900 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Polk County,0,0.9965 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Polk County,21,0.7450 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Polk County,10.9,0.2623 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Polk County,21,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Polk County,22.6,0.9193 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Polk County,0,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Polk County,34.8,0.4373 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Polk County,13.9,0.6501 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Polk County,25.2,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Polk County,22.3,0.6844 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Polk County,0,0.6857 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Polk County,13.1,0.1059 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Polk County,14.8,0.2176 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Polk County,30.5,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Polk County,34.1,0.7924 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Polk County,0,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Polk County,18.6,0.4694 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Polk County,9.9,0.0558 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Polk County,21.4,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Polk County,13.2,0.2772 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Polk County,0,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Polk County,7.4,0.1823 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Polk County,19.9,0.9387 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Polk County,22.7,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Polk County,27.4,0.4369 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Polk County,18.8,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Polk County,21.8,0.9752 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Polk County,35.7,0.1810 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Polk County,28.8,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Polk County,25.1,0.7920 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Polk County,38.4,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Polk County,43.2,0.4390 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Polk County,27.8,0.9923 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Lymphoma,Polk County,18,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Lymphoma,Polk County,27.2,0.2463 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Lymphoma,Polk County,0,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Lymphoma,Polk County,6.9,0.1463 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Female,Lymphoma,Polk County,44.4,0.0563 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Lymphoma,Polk County,24.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Lymphoma,Polk County,25.5,0.9765 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Lymphoma,Polk County,158.8,0.2903 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Lymphoma,Polk County,23.1,0.8703 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Both,Lymphoma,Polk County,26.6,0.8534 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Lymphoma,Polk County,27.5,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Lymphoma,Polk County,35.4,0.5334 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Lymphoma,Polk County,0,1.0000 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Lymphoma,Polk County,15.3,0.2911 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Male,Lymphoma,Polk County,36.4,0.4750 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Lymphoma,Polk County,22.6,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Lymphoma,Polk County,17.6,0.5465 ,0,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Lymphoma,Polk County,337.5,0.1299 ,0,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Lymphoma,Polk County,29.4,0.5794 ,0,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2018-2022,Female,Lymphoma,Polk County,17,0.5450 ,0,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Not Polk,25.2,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Not Polk,18.1,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Not Polk,14.6,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Not Polk,14.4,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Both,Lymphoma,Not Polk,20.9,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Not Polk,30.2,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Not Polk,22.1,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Not Polk,16.6,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Not Polk,17.6,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Male,Lymphoma,Not Polk,24.2,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Not Polk,21.3,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Not Polk,15.1,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Not Polk,13,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Not Polk,11.9,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2003-2007,Female,Lymphoma,Not Polk,18.3,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Not Polk,24.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Not Polk,18.2,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Not Polk,16.7,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Not Polk,15.2,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Both,Lymphoma,Not Polk,20.8,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Not Polk,29.9,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Not Polk,22,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Not Polk,19.3,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Not Polk,18.5,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Male,Lymphoma,Not Polk,24.3,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Not Polk,20.8,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Not Polk,15.4,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Not Polk,14.5,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Not Polk,12.6,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2008-2012,Female,Lymphoma,Not Polk,18.1,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Not Polk,24.4,,0,White
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Not Polk,18,0.0000 ,1,Black
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Not Polk,15.8,0.0000 ,1,Indigenous
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Not Polk,15.4,0.0000 ,1,API
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Both,Lymphoma,Not Polk,20.6,0.0000 ,1,Hispanic
"Within Counties, by race/ethnicity",Other US Metro Counties,2013-2017,Male,Lymphoma,Not Polk,29.4,,0,White
